OBJECTID,Name,RegionID,RegionName,AreaPercen,AreaSqMi,StatLabel,StatName,Value,Units,MinLimit,MaxLimit
3682,17-PECN-12.4,gc1771,,,,IMPNLCD01,Percent Impervious NLCD2001,-999.99,percent,2.3,46
3683,17-PECN-12.4,gc1468,,,,DRNAREA,Drainage Area,33.5,square miles,1.82,571
3684,17-PECN-12.4,gc1468,,,,PRECIP,Mean Annual Precipitation,43.58,inches,70,300
3685,17-PECN-12.4,gc1469,,,,DRNAREA,Drainage Area,33.5,square miles,92.7,19900
3686,17-PECN-12.4,gc1469,,,,PRECIP,Mean Annual Precipitation,43.58,inches,12,100
3687,17-PECN-12.4,gc1470,,,,DRNAREA,Drainage Area,33.5,square miles,4.74,19400
3688,17-PECN-12.4,gc1470,,,,PRECIP,Mean Annual Precipitation,43.58,inches,20,220
3689,17-PECN-12.4,gc1471,,,,DRNAREA,Drainage Area,33.5,square miles,4.74,19400
3690,17-PECN-12.4,gc1471,,,,PRECIP,Mean Annual Precipitation,43.58,inches,20,220
3691,17-PECN-12.4,gc1472,,,,DRNAREA,Drainage Area,33.5,square miles,29.7,11400
3692,17-PECN-12.4,gc1472,,,,PRECIP,Mean Annual Precipitation,43.58,inches,10,24
3693,17-PECN-12.4,gc1473,,,,DRNAREA,Drainage Area,33.5,square miles,9.19,321000
3694,17-PECN-12.4,gc1473,,,,PRECIP,Mean Annual Precipitation,43.58,inches,15,80
3695,17-PECN-12.4,gc1474,,,,DRNAREA,Drainage Area,33.5,square miles,2.79,9520
3696,17-PECN-12.4,gc1474,,,,PRECIP,Mean Annual Precipitation,43.58,inches,8,35
3697,17-PECN-12.4,gc1214,,,,DRNAREA,Drainage Area,33.5,square miles,1,1060
3698,17-PECN-12.4,gc1214,,,,PRECIP,Mean Annual Precipitation,43.58,inches,18,47
3699,17-PECN-12.4,gc1218,,,,DRNAREA,Drainage Area,33.5,square miles,1,5250
3700,17-PECN-12.4,gc1218,,,,PRECIP,Mean Annual Precipitation,43.58,inches,8,49
3701,17-PECN-12.4,gc1222,,,,DRNAREA,Drainage Area,33.5,square miles,2,517
3702,17-PECN-12.4,gc1222,,,,ELEV,Mean Basin Elevation,-999.99,feet,7790,11500
3703,17-PECN-12.4,gc1226,,,,DRNAREA,Drainage Area,33.5,square miles,1,4390
3704,17-PECN-12.4,gc1226,,,,PRECIP,Mean Annual Precipitation,43.58,inches,10,51
3705,17-PECN-12.4,gc1422,,,,ELEVMAX,Maximum Basin Elevation,-999.99,feet,2505,9329
3706,17-PECN-12.4,gc1422,,,,HIELONGRAT,Hawaii Elongation Ratio,-999.99,dimensionless,0.17,0.34
3707,17-PECN-12.4,gc1422,,,,HIMARRATE,Hawaii Mean Rainfall Rate,-999.99,cubic feet per second,6.8,51
3708,17-PECN-12.4,gc1423,,,,DRNAREA,Drainage Area,33.5,square miles,0.12,11.6
3709,17-PECN-12.4,gc1424,,,,DRNAREA,Drainage Area,33.5,square miles,0.2,10.2
3710,17-PECN-12.4,gc1424,,,,ELV10_85,Elevation of 10 and 85 points,-999.99,feet,720,5280
3711,17-PECN-12.4,gc1424,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,90,274
3712,17-PECN-12.4,gc1658,,,,DRNAREA,Drainage Area,33.5,square miles,13,6360
3713,17-PECN-12.4,gc1659,,,,DRNAREA,Drainage Area,33.5,square miles,13,6360
3714,17-PECN-12.4,gc1659,,,,DRAININD,Drainage_Index,-999.99,dimensionless,3.37,16
3715,17-PECN-12.4,gc1660,,,,DRNAREA,Drainage Area,33.5,square miles,6.88,5090
3716,17-PECN-12.4,gc1661,,,,DRNAREA,Drainage Area,33.5,square miles,6.88,5090
3717,17-PECN-12.4,gc1661,,,,WATCAPINIL,Available_Water_Capacity_for_IN_and_IL,-999.99,percent,16.2,22.2
3718,17-PECN-12.4,gc1661,,,,QSSPERMTHK,Permeability_Index,-999.99,dimensionless,25.8,18500
3719,17-PECN-12.4,gc1661,,,,STATSPERM,Average_Soil_Permeability_from_STATSGO,-999.99,inches per hour,0.514,2.29
3720,17-PECN-12.4,gc1661,,,,LONG_CENT,Longitude of Basin Centroid,-999.99,decimal degrees,87.5,89.9
3721,17-PECN-12.4,gc1662,,,,DRNAREA,Drainage Area,33.5,square miles,5.49,5190
3722,17-PECN-12.4,gc1663,,,,DRNAREA,Drainage Area,33.5,square miles,6.8,4930
3723,17-PECN-12.4,gc1664,,,,DRNAREA,Drainage Area,33.5,square miles,6.8,4930
3724,17-PECN-12.4,gc1664,,,,WATCAPINIL,Available_Water_Capacity_for_IN_and_IL,-999.99,percent,11.1,19.6
3725,17-PECN-12.4,gc1664,,,,PRDECFEB00,Basin_Ave_Precip_Dec_Feb_PRISM_2000,-999.99,inches,2.66,3.66
3726,17-PECN-12.4,gc1665,,,,DRNAREA,Drainage Area,33.5,square miles,2.99,4680
3727,17-PECN-12.4,gc1666,,,,DRNAREA,Drainage Area,33.5,square miles,2.99,4070
3728,17-PECN-12.4,gc1667,,,,DRNAREA,Drainage Area,33.5,square miles,2.99,4070
3729,17-PECN-12.4,gc1667,,,,PRSEPNOV00,Basin_Ave_Precip_Sept_Nov_PRISM_2000,-999.99,inches,2.77,3.57
3730,17-PECN-12.4,gc1667,,,,QSSPERMTHK,Permeability_Index,-999.99,dimensionless,46.6,30100
3731,17-PECN-12.4,gc1560,,,,DRNAREA,Drainage Area,33.5,square miles,15.5,7782
3732,17-PECN-12.4,gc1560,,,,SSURGOC,SSURGO Percent Hydrologic Soil Type C,-999.99,percent,0.09,83.5
3733,17-PECN-12.4,gc1560,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,27.7,38
3734,17-PECN-12.4,gc1560,,,,RSD,Relative Stream Density,-999.99,dimensionless,0.22,0.49
3735,17-PECN-12.4,gc1560,,,,HYSEP,Hydrograph separation percent,-999.99,percent,20.3,78
3736,17-PECN-12.4,gc1560,,,,STREAM_VARG,Streamflow Variability Index from Grid,-999.99,dimensionless,0.21,0.76
3737,17-PECN-12.4,gc1560,,,,SSURGOB,SSURGO Percent Hydrologic Soil Type B,-999.99,percent,5.7,99.4
3738,17-PECN-12.4,gc1560,,,,SSURGOD,SSURGO Percent Hydrologic Soil Type D,-999.99,percent,0,57
3739,17-PECN-12.4,gc627,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,2.06,12004
3740,17-PECN-12.4,gc627,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,15.74,43.38
3741,17-PECN-12.4,gc627,,,,SOILPERM,Average Soil Permeability,-999.99,inches per hour,0.318,5.9
3742,17-PECN-12.4,gc627,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,0.57,4.8
3743,17-PECN-12.4,gc1633,,,,DRNAREA,Drainage Area,33.5,square miles,14.9,1419
3744,17-PECN-12.4,gc1633,,,,SANDGRAVAF,Fraction of Sand and Gravel Aquifers,-999.99,dimensionless,0,0.212
3745,17-PECN-12.4,gc1633,,,,ELEV,Mean Basin Elevation,-999.99,feet,239,2120
3746,17-PECN-12.4,gc320,,,,DRNAREA,Drainage Area,33.5,square miles,1.61,149
3747,17-PECN-12.4,gc320,,,,DRFTPERSTR,Stratified Drift per Stream Length,-999.99,square mile per mile,0,1.29
3748,17-PECN-12.4,gc320,,,,MAREGION,Massachusetts Region,-999.99,dimensionless,0,1
3749,17-PECN-12.4,gc320,,,,BSLDEM250,Mean Basin Slope from 250K DEM,-999.99,percent,0.32,24.6
3750,17-PECN-12.4,gc1646,,,,DRNAREA,Drainage Area,33.5,square miles,11.2,1440
3751,17-PECN-12.4,gc1646,,,,SSURGOM,Percent_SSURGO_Soil_Organic_Matter,-999.99,percent,0.29,52.2
3752,17-PECN-12.4,gc1646,,,,BSLDEM10M,Mean Basin Slope from 10m DEM,-999.99,percent,0.46,5.99
3753,17-PECN-12.4,gc1647,,,,DRNAREA,Drainage Area,33.5,square miles,2.98,2960
3754,17-PECN-12.4,gc1647,,,,STORNWI,Percentage of Storage from NWI,-999.99,percent,2.44,48
3755,17-PECN-12.4,gc1647,,,,SSURGOC,SSURGO Percent Hydrologic Soil Type C,-999.99,percent,2.61,100
3756,17-PECN-12.4,gc1648,,,,DRNAREA,Drainage Area,33.5,square miles,7.65,2640
3757,17-PECN-12.4,gc1648,,,,PMPE,Precip_Minus_Potential_Evap,-999.99,millimeters,-132,203
3758,17-PECN-12.4,gc1648,,,,PFLATLOW,Flat_Lands_Below_Median_Elevation,-999.99,percent,4.88,56.9
3759,17-PECN-12.4,gc1649,,,,DRNAREA,Drainage Area,33.5,square miles,49,2400
3760,17-PECN-12.4,gc1649,,,,LC06CROP,Percent_Cultivated_Crops_from_NLCD2006,-999.99,percent,41.1,89.5
3761,17-PECN-12.4,gc1650,,,,DRNAREA,Drainage Area,33.5,square miles,2.28,1540
3762,17-PECN-12.4,gc1650,,,,LC06FOREST,Percent_Forest_from_NLCD2006,-999.99,percent,0.69,48.9
3763,17-PECN-12.4,gc1650,,,,PFLATLOW,Flat_Lands_Below_Median_Elevation,-999.99,percent,0,15.2
3764,17-PECN-12.4,gc1684,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,6.4,2520
3765,17-PECN-12.4,gc1684,,,,SLOP50_30M,Slopes_gt_50pct_from_30m_DEM,-999.99,percent,1.87,67.5
3766,17-PECN-12.4,gc1686,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,7.74,1560
3767,17-PECN-12.4,gc1686,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,20.7,83.2
3768,17-PECN-12.4,gc1688,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,28.1,2620
3769,17-PECN-12.4,gc1688,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,16.4,38.9
3770,17-PECN-12.4,gc1690,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,24.4,2480
3771,17-PECN-12.4,gc1690,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,16.7,37.1
3772,17-PECN-12.4,gc1734,,,,DRNAREA,Drainage Area,33.5,square miles,3.14,4780
3773,17-PECN-12.4,gc1734,,,,JUNAVPRE,Mean June Precipitation,0.0,inches,3.59,5.33
3774,17-PECN-12.4,gc1734,,,,CENTROIDX,CENTROIDX,679840.0,meters,166000,658000
3775,17-PECN-12.4,gc1734,,,,CENTROIDY,CENTROIDY,4528483.6,meters,4560000,4920000
3776,17-PECN-12.4,gc1734,,,,CSL1085LO,10-85 slope of lower half of main channel,2.129,feet per mi,1.56,152
3777,17-PECN-12.4,gc1734,,,,MAR,Mean Annual Runoff in inches,19.09,inches,11.6,37.4
3778,17-PECN-12.4,gc1734,,,,SSURGOB,SSURGO Percent Hydrologic Soil Type B,0.0,percent,1.14,65.7
3779,17-PECN-12.4,gc1734,,,,JULAVPRE,Mean July Precipitation,0.0,inches,3.2,5.26
3780,17-PECN-12.4,gc1734,,,,MAYAVPRE,Mean May Precipitation,0.0,inches,3.15,5.68
3781,17-PECN-12.4,gc1734,,,,PRJUNAUG00,Basin average mean precip for June to August,0.0,inches,10.5,15.5
3782,17-PECN-12.4,gc1734,,,,JUNMAXTMP,Maximum June Temperature,32.0,degrees F,68.8,78.8
3783,17-PECN-12.4,gc1734,,,,SSURGOA,SSURGO Percent Hydrologic Soil Type A,0.0,percent,0.62,51.2
3784,17-PECN-12.4,gc1734,,,,EL1200,Percentage of Basin Above 1200 ft,0.0,percent,0,100
3785,17-PECN-12.4,gc1288,,,,DRNAREA,Drainage Area,33.5,square miles,0.367,590.347
3786,17-PECN-12.4,gc1288,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,65.5923,122.9843
3787,17-PECN-12.4,gc1288,,,,WATCAPORR,Available_Water_Capacity_OR_Risley,-999.99,inch per inch,0.12,0.23
3788,17-PECN-12.4,gc1289,,,,DRNAREA,Drainage Area,33.5,square miles,0.447,3938.223
3789,17-PECN-12.4,gc1289,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,37.0618,121.9655
3790,17-PECN-12.4,gc1289,,,,MINBELEV,Minimum Basin Elevation,-999.99,feet,0,2143.182
3791,17-PECN-12.4,gc1289,,,,WATCAPORR,Available_Water_Capacity_OR_Risley,-999.99,inch per inch,0.071,0.167
3792,17-PECN-12.4,gc1290,,,,DRNAREA,Drainage Area,33.5,square miles,3.604,2025.868
3793,17-PECN-12.4,gc1290,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,55.4959,101.2128
3794,17-PECN-12.4,gc1290,,,,MINTEMP,Mean Annual Min Temperature,-999.99,degrees F,35.419,41.821
3795,17-PECN-12.4,gc1291,,,,DRNAREA,Drainage Area,33.5,square miles,0.705,681.081
3796,17-PECN-12.4,gc1291,,,,ELEV,Mean Basin Elevation,-999.99,feet,1695.424,5192.051
3797,17-PECN-12.4,gc1291,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,31.1345,148.9373
3798,17-PECN-12.4,gc1291,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.533,25.841
3799,17-PECN-12.4,gc1291,,,,ELEVMAX,Maximum Basin Elevation,-999.99,feet,2648.2592,12291.1838
3800,17-PECN-12.4,gc1292,,,,DRNAREA,Drainage Area,33.5,square miles,0.604,8052.919
3801,17-PECN-12.4,gc1292,,,,OR_HIPERMA,OR Percent HighPerm Aquifer,-999.99,percent,0,10.1475
3802,17-PECN-12.4,gc1292,,,,WATCAPORR,Available_Water_Capacity_OR_Risley,-999.99,inch per inch,0.009,0.198
3803,17-PECN-12.4,gc1293,,,,DRNAREA,Drainage Area,33.5,square miles,7.042,7639.367
3804,17-PECN-12.4,gc1293,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,14.4905,33.1354
3805,17-PECN-12.4,gc1293,,,,ELEVMAX,Maximum Basin Elevation,-999.99,feet,3612.0857,11187.3569
3806,17-PECN-12.4,gc1294,,,,DRNAREA,Drainage Area,33.5,square miles,3.165,12239.38
3807,17-PECN-12.4,gc1294,,,,ELEV,Mean Basin Elevation,-999.99,feet,2776.328,7455.974
3808,17-PECN-12.4,gc1294,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,22.246,57.8959
3809,17-PECN-12.4,gc1294,,,,ELEVMAX,Maximum Basin Elevation,-999.99,feet,4347.2594,12644.1866
3810,17-PECN-12.4,gc1295,,,,DRNAREA,Drainage Area,33.5,square miles,4.727,10976.832
3811,17-PECN-12.4,gc1295,,,,PRECIP,Mean Annual Precipitation,43.58,inches,11.974,36.5496
3812,17-PECN-12.4,gc1296,,,,DRNAREA,Drainage Area,33.5,square miles,18.324,1591.119
3813,17-PECN-12.4,gc1296,,,,PRECIP,Mean Annual Precipitation,43.58,inches,13.8701,80.1552
3814,17-PECN-12.4,gc1297,,,,DRNAREA,Drainage Area,33.5,square miles,8.061,2456.37
3815,17-PECN-12.4,gc1297,,,,DRNDENSITY,Basin Drainage Density,-999.99,dimensionless,0.465,0.819
3816,17-PECN-12.4,gc1297,,,,OR_HIPERMG,OR Percent HighPerm Geologic,-999.99,percent,0,100
3817,17-PECN-12.4,gc1297,,,,PRECIP,Mean Annual Precipitation,43.58,inches,33.6853,75.8026
3818,17-PECN-12.4,gc1297,,,,MINBELEV,Minimum Basin Elevation,-999.99,feet,378.4962,3438.2583
3819,17-PECN-12.4,gc1568,,,,DRNAREA,Drainage Area,33.5,square miles,2.39,1462
3820,17-PECN-12.4,gc1568,,,,LONG_OUT,Longitude of Basin Outlet,-999.99,degrees,74.99,81
3821,17-PECN-12.4,gc1568,,,,CARBON,Percent Carbonate,-999.99,percent,0,83.2
3822,17-PECN-12.4,gc1568,,,,PRECIP,Mean Annual Precipitation,43.58,inches,32.4,48.9
3823,17-PECN-12.4,gc1568,,,,MAXTEMP,Mean Annual Max Temperature,-999.99,degrees F,52.3,62
3824,17-PECN-12.4,gc1568,,,,STATSGORO,Drainage Runoff Number STATSGO,-999.99,dimensionless,2.8,5.44
3825,17-PECN-12.4,gc1568,,,,ROCKDEP,Depth to Rock,-999.99,feet,0,89
3826,17-PECN-12.4,gc1568,,,,IMPNLCD01,Percent Impervious NLCD2001,-999.99,percent,0.02,29.2
3827,17-PECN-12.4,gc1600,,,,DRNAREA,Drainage Area,33.5,square miles,0.52,294
3828,17-PECN-12.4,gc1600,,,,STRDENED,Stream Density Edited,-999.99,miles per square mile,0.94,3.49
3829,17-PECN-12.4,gc362,,,,DRNAREA,Drainage Area,33.5,square miles,0.209,850
3830,17-PECN-12.4,gc362,,,,PRECIP,Mean Annual Precipitation,43.58,inches,32.8,63.8
3831,17-PECN-12.4,gc362,,,,EL1200,Percentage of Basin Above 1200 ft,0.0,percent,0,100
3832,17-PECN-12.4,gc1111,,,,DRNAREA,Drainage Area,33.5,square miles,8.83,3041
3833,17-PECN-12.4,gc1112,,,,DRNAREA,Drainage Area,33.5,square miles,16.3,1516
3834,17-PECN-12.4,gc1112,,,,LONG_CENT,Longitude of Basin Centroid,-999.99,decimal degrees,79.618,82.023
3835,17-PECN-12.4,gc1113,,,,DRNAREA,Drainage Area,33.5,square miles,2.78,1619
3836,17-PECN-12.4,gc1113,,,,PRECIP,Mean Annual Precipitation,43.58,inches,42.3,61.4
3837,17-PECN-12.4,gc1265,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,3.65,9056
3838,17-PECN-12.4,gc1265,,,,PREG_06_10,Jun to Oct Gage Precipitation,-999.99,inches,13,17.9
3839,17-PECN-12.4,gc1265,,,,ELEV,Mean Basin Elevation,-999.99,feet,1121,3188
3840,17-PECN-12.4,gc1266,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,4.02,7159
3841,17-PECN-12.4,gc1266,,,,CSL10_85fm,Stream Slope 10 and 85 Method ft per mi,-999.99,feet per mi,2.07,27
3842,17-PECN-12.4,gc1266,,,,OUTLETELEV,Elevation of Gage,-999.99,feet,518,1190
3843,17-PECN-12.4,gc1266,,,,PREG_11_05,Nov to May Gage Precipitation,-999.99,inches,21.7,24.8
3844,17-PECN-12.4,gc1267,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,8,2296
3845,17-PECN-12.4,gc1267,,,,ELEV,Mean Basin Elevation,-999.99,feet,625,1527
3846,17-PECN-12.4,gc1267,,,,CANOPY_PCT,Percent Area Under Canopy,-999.99,percent,8.41,83.5
3847,17-PECN-12.4,gc1267,,,,PRECIPOUT,Mean Annual Precip at Gage,-999.99,inches,38,58
3848,17-PECN-12.4,gc1612,,,,DRNAREA,Drainage Area,33.5,square miles,0.7,30
3849,17-PECN-12.4,gc1612,,,,ASANDGRAV,Area Underlain By Sand And Gravel,-999.99,square miles,0.001,30
3850,17-PECN-12.4,gc1612,,,,ATILL,Area of Till,-999.99,square miles,0.699,30
3851,17-PECN-12.4,gc1612,,,,MARCFSM,Mean Annual Runoff in cfsm,-999.99,cubic feet per second per square mile,1.1,854.7
3852,17-PECN-12.4,gc1612,,,,AWETSG,Wetland Area Underlain By Sand Gravel,-999.99,square miles,0,6.6
3853,17-PECN-12.4,gc1613,,,,DRNAREA,Drainage Area,33.5,square miles,30,520
3854,17-PECN-12.4,gc1613,,,,ASANDGRAV,Area Underlain By Sand And Gravel,-999.99,square miles,0.001,91.5
3855,17-PECN-12.4,gc1613,,,,MARCFSM,Mean Annual Runoff in cfsm,-999.99,cubic feet per second per square mile,1.1,854.7
3856,17-PECN-12.4,gc1613,,,,AWETSG,Wetland Area Underlain By Sand Gravel,-999.99,square miles,0,6.6
3857,17-PECN-12.4,gc1522,,,,DRNAREA,Drainage Area,33.5,square miles,1,1250
3858,17-PECN-12.4,gc1522,,,,STREAM_VARG,Streamflow Variability Index from Grid,-999.99,dimensionless,0.24,1.12
3859,17-PECN-12.4,gc1523,,,,DRNAREA,Drainage Area,33.5,square miles,1,1250
3860,17-PECN-12.4,gc1523,,,,STREAM_VARG,Streamflow Variability Index from Grid,-999.99,dimensionless,0.24,1.12
3861,17-PECN-12.4,gc1418,,,,DRNAREA,Drainage Area,33.5,square miles,2,2405
3862,17-PECN-12.4,gc1418,,,,RECESS,Recession Index,-999.99,days per log cycle,32,350
3863,17-PECN-12.4,gc1418,,,,PERMGTE2IN,Percent permeability gte 2 in per hr,-999.99,percent,2,98
3864,17-PECN-12.4,gc1418,,,,CLIMFAC2YR,Tennessee Climate Factor 2 Year,-999.99,dimensionless,2.307,2.455
3865,17-PECN-12.4,gc1418,,,,SOILPERM,Average Soil Permeability,-999.99,inches per hour,0.97,2.44
3866,17-PECN-12.4,gc1419,,,,DRNAREA,Drainage Area,33.5,square miles,1.3,14441
3867,17-PECN-12.4,gc1419,,,,RECESS,Recession Index,-999.99,days per log cycle,32,175
3868,17-PECN-12.4,gc1419,,,,CLIMFAC2YR,Tennessee Climate Factor 2 Year,-999.99,dimensionless,2.056,2.46
3869,17-PECN-12.4,gc1419,,,,SOILPERM,Average Soil Permeability,-999.99,inches per hour,0.45,9.72
3870,17-PECN-12.4,gc1419,,,,PERMGTE2IN,Percent permeability gte 2 in per hr,-999.99,percent,2,100
3871,17-PECN-12.4,gc1448,,,,DRNAREA,Drainage Area,33.5,square miles,0.92,150
3872,17-PECN-12.4,gc1448,,,,ELEV,Mean Basin Elevation,-999.99,feet,168,1287
3873,17-PECN-12.4,gc1448,,,,CRSDFT,Percent Coarse Stratified Drift,-999.99,percent,0.1,55.1
3874,17-PECN-12.4,gc1457,,,,DRNAREA,Drainage Area,33.5,square miles,3.26,689
3875,17-PECN-12.4,gc1457,,,,PREG_06_10,Jun to Oct Gage Precipitation,-999.99,inches,16.5,23.1
3876,17-PECN-12.4,gc1457,,,,TEMP,Mean Annual Temperature,-999.99,degrees F,36,48.7
3877,17-PECN-12.4,gc1566,,,,DRNAREA,Drainage Area,33.5,square miles,0.04,812
3878,17-PECN-12.4,gc1566,,,,BFREGNO,BFREGNO,-999.99,dimensionless,,
3879,17-PECN-12.4,gc1565,,,,DRNAREA,Drainage Area,33.5,square miles,0.14,941
3880,17-PECN-12.4,gc1567,,,,DRNAREA,Drainage Area,33.5,square miles,0.06,186
3881,17-PECN-12.4,gc1567,,,,BFREGNO,BFREGNO,-999.99,dimensionless,,
3882,17-PECN-12.4,gc1591,,,,DRNAREA,Drainage Area,33.5,square miles,0.965,111
3883,17-PECN-12.4,gc1592,,,,DRNAREA,Drainage Area,33.5,square miles,3.09,138
3884,17-PECN-12.4,gc1595,,,,DRNAREA,Drainage Area,33.5,square miles,2.92,298
3885,17-PECN-12.4,gc1745,,,,DRNAREA,Drainage Area,33.5,square miles,3.45,214
3886,17-PECN-12.4,gc1746,,,,DRNAREA,Drainage Area,33.5,square miles,2.57,216
3887,17-PECN-12.4,gc1593,,,,DRNAREA,Drainage Area,33.5,square miles,0.6,329
3888,17-PECN-12.4,gc1594,,,,DRNAREA,Drainage Area,33.5,square miles,0.6,329
3889,17-PECN-12.4,gc1594,,,,BSLDEM10M,Mean Basin Slope from 10m DEM,-999.99,percent,2.2,23.9
3890,17-PECN-12.4,gc1425,,,,DRNAREA,Drainage Area,33.5,square miles,0.52,396
3891,17-PECN-12.4,gc1426,,,,DRNAREA,Drainage Area,33.5,square miles,0.42,329
3892,17-PECN-12.4,gc1427,,,,DRNAREA,Drainage Area,33.5,square miles,3.72,237
3893,17-PECN-12.4,gc1428,,,,DRNAREA,Drainage Area,33.5,square miles,11.4,163
3894,17-PECN-12.4,gc1429,,,,DRNAREA,Drainage Area,33.5,square miles,0.7,332
3895,17-PECN-12.4,gc1430,,,,DRNAREA,Drainage Area,33.5,square miles,1.02,290
3896,17-PECN-12.4,gc1431,,,,DRNAREA,Drainage Area,33.5,square miles,1.07,349
3897,17-PECN-12.4,gc1432,,,,DRNAREA,Drainage Area,33.5,square miles,0.42,396
3898,17-PECN-12.4,gc1769,,,,DRNAREA,Drainage Area,33.5,square miles,2.62,207
3899,17-PECN-12.4,gc1769,,,,CARBON,Percent Carbonate,-999.99,percent,,
3900,17-PECN-12.4,gc1770,,,,DRNAREA,Drainage Area,33.5,square miles,18.9,213
3901,17-PECN-12.4,gc1770,,,,CARBON,Percent Carbonate,-999.99,percent,,
3902,17-PENA-1.4,gc0,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,3,70
3903,17-PENA-1.4,gc0,,,,I2H2Y,2 Hour 2 Year Precipitation,-999.99,inches,0.2,2.8
3904,17-PENA-1.4,gc0,,,,STORAGE,Percent Storage,-999.99,percent,0,11
3905,17-PENA-1.4,gc0,,,,BDF,Basin Development Factor,-999.99,dimensionless,0,12
3906,17-PENA-1.4,gc0,,,,IMPERV,Percent Impervious,-999.99,percent,3,50
3907,17-PENA-1.4,gc1499,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.94,1027
3908,17-PENA-1.4,gc1500,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.13,1766
3909,17-PENA-1.4,gc1501,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.34,1097
3910,17-PENA-1.4,gc1502,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.69,1650
3911,17-PENA-1.4,gc1503,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.13,14
3912,17-PENA-1.4,gc1504,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,1,43
3913,17-PENA-1.4,gc1504,,,,URBAN,Percent Urban,-999.99,percent,20,100
3914,17-PENA-1.4,gc1656,,,,DRNAREA,Drainage Area,-999.99,square miles,0.4,1000
3915,17-PENA-1.4,gc1656,,,,PRECPRIS00,Mean Annual Precip PRISM 1971 2000,-999.99,inches,8,280
3916,17-PENA-1.4,gc1657,,,,DRNAREA,Drainage Area,-999.99,square miles,1000,31100
3917,17-PENA-1.4,gc1657,,,,PRECPRIS00,Mean Annual Precip PRISM 1971 2000,-999.99,inches,10,111
3918,17-PENA-1.4,gc843,,,,DRNAREA,Drainage Area,-999.99,square miles,0.06,4350
3919,17-PENA-1.4,gc843,,,,ELEV,Mean Basin Elevation,-999.99,feet,4320,7750
3920,17-PENA-1.4,gc843,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,percent,0.0231,0.4447
3921,17-PENA-1.4,gc844,,,,DRNAREA,Drainage Area,2.61,square miles,1.7,1200
3922,17-PENA-1.4,gc845,,,,DRNAREA,Drainage Area,2.61,square miles,0.11,2150
3923,17-PENA-1.4,gc845,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,percent,0.0177,0.1545
3924,17-PENA-1.4,gc1618,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,1.26,711
3925,17-PENA-1.4,gc1618,,,,ELEV,Mean Basin Elevation,-999.99,feet,,
3926,17-PENA-1.4,gc1619,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.103,16017
3927,17-PENA-1.4,gc1619,,,,ELEV,Mean Basin Elevation,-999.99,feet,,
3928,17-PENA-1.4,gc1620,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.082,1725
3929,17-PENA-1.4,gc1620,,,,ELEV,Mean Basin Elevation,-999.99,feet,283,6404
3930,17-PENA-1.4,gc1620,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,3.7,22.2
3931,17-PENA-1.4,gc1621,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.059,18044
3932,17-PENA-1.4,gc1621,,,,ELEV,Mean Basin Elevation,-999.99,feet,3274,7451
3933,17-PENA-1.4,gc1621,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,10.8,33.5
3934,17-PENA-1.4,gc1622,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.155,2925
3935,17-PENA-1.4,gc1622,,,,ELEV,Mean Basin Elevation,-999.99,feet,,
3936,17-PENA-1.4,gc1715,,,,DRNAREA,Drainage Area,2.61,square miles,0.04,1250
