BASIN,LOCATION,RIVMILE,STATION,COLL_DATE,NAME,CREW,ARRIVETIME,WIDTH,DEPTH,CUR_SPD,TEMP,COND,DO,PERCENT_SAT,PH,CANOPY,SALINITY,SECCHI,EMBEDD,ROCK,RUBBLE,GRAVEL,SAND,SILT,CLAY,ALGAE_S,ALGAE_FIL,ALGAE_D,THICKNESS_D,MACRO,LGS_HAB_BNK,LGS_HAB_MAC,LGS_HAB_SNG,LGS_HAB_SUB,BOTTOM_TYPE,DOM_SUBSTRATE,WTRCLR_DRIVER,PHT_ID_UP,PHT_ID_DWN,EPHEM,PLECOP,TRICH,COLEOP,MEGALOP,ODONATA,CHIR,SIMUL,DECAPOD,GAMMAR,MOLLUSK,OLIGO,OTHERS,FIELD_WQA,HABITAT,NOTES,LANDUSE,SAMP,ORG_FOR_TOXICS,MICROTOX,HAB_PRESENT,PROJECT
11,UHUD,27.5,,7/5/2016,,AC DH JL,12:42:00 PM,70,3.4,,25.1,141.7,8.04,97.8,6.56,0,,0,,,,,,,,0,0,,,,,,,,,,,14682457840021.jpg,14682457840022.jpg,1,0,1,1,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
11,UHUD,39.8,,7/5/2016,,AC DH JL,11:33:00 AM,,1.9,,24.4,124.9,7.39,87.8,5.53,0,,1.9,,,,,,,,0,0,,,70,,,,,,,,14682457840023.jpg,14682457840024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Commercial,Sampled,0,0,,RIBS_Scr
11,UHUD,64.0,,7/5/2016,,"Ac, dh, jl",9:58:00 AM,80,1.5,,23,101.8,7.9,89.9,6.58,0,,1.5,,,,,,,,0,0,,,,,,,,,,,14682457840025.jpg,14682457840026.jpg,1,1,1,0,0,0,0,0,0,0,0,0,,,,Unusual presence of plecoptera,Residential,Sampled,0,0,,RIBS_Scr
11,BROB,0.3,,8/2/2016,,"Onion, lojpsberger",3:12:00 PM,10,0.3,86,16.7,24.8,9.2,101,6.96,87,,0,0,10,30,30,30,,,0,0,30,1,0,,,,,,,,14704073370005.jpg,14704073370006.jpg,1,1,1,1,0,1,1,1,1,0,0,0,,,Gravel,,Residential,Sampled,0,0,,RIBS_Scr
11,CEDR,14.3,,8/2/2016,,"Lojpsberger, Onion",3:41:00 PM,25,0.4,90,22.7,32.9,8.4,103,6.95,4,,0,30,20,20,10,50,,,1,1,100,2,0,,,,,,,,14704073370007.jpg,14704073370008.jpg,1,1,1,1,0,0,1,0,0,0,0,0,,Very good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
11,FISB,8.4,,8/2/2016,,"Onion, lojpsberger",1:34:00 PM,15,0.25,45,22.3,57.1,7.6,92,6.98,9,,0,5,30,30,30,10,,,0,1,50,1,0,,,,,,,,14704073370013.jpg,14704073370014.jpg,1,0,1,1,1,0,1,0,0,0,0,0,,Good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
11,PERP,0.8,,8/2/2016,,"Onion, lojpsberger",12:09:00 PM,7,0.2,60,22.3,30.4,7.9,96,7.3,84,,0,0.5,20,20,20,40,,,0,1,100,1,0,,,,,,,,14704073370021.jpg,14704073370022.jpg,1,1,1,1,1,1,1,1,0,0,0,0,,Good,Gravel,Downstream of a dam,Forest,Sampled,0,0,,RIBS_Scr
11,ROCR,7.9,,8/2/2016,,"Onion, lojpsberger",2:31:00 PM,0.3,5,50,23.1,54.4,7.6,93,6.96,28,,0,5,5,5,45,45,,,0,1,40,1,0,,,,,,,,14704073370023.jpg,14704073370024.jpg,1,1,1,1,0,1,1,0,1,1,0,1,,Good,Gravel,,Forest,Sampled,0,0,,RIBS_Scr
11,SCHR,63.2,,8/2/2016,,"Onion, lojpsberger",9:36:00 AM,7,0.15,50,18.5,200.4,7.8,86,7.15,26,,0,20,5,30,30,30,5,,1,1,100,1,0,,,,,,,,14704073370035.jpg,14704073370036.jpg,1,1,1,1,1,1,1,0,0,0,0,1,,Very good,Gravel,,Forest,Sampled,0,0,,RMN
11,WACK,3.8,,8/2/2016,,"Onion, lojpsberger",10:49:00 AM,10,0.2,45,18.6,108,8.6,97,7.36,72,,0,5,15,40,40,5,,,1,1,100,1,0,,,,,,,,14704073370041.jpg,14704073370042.jpg,1,1,1,1,1,1,1,1,1,0,0,0,,Very good,Gravel,,Forest,Sampled,0,0,,RIBS_Scr
11,BORE,1.8,,8/3/2016,,"Onion, lojpsberger",11:45:00 AM,25,0.3,100,21.7,54.1,8.7,103,7.38,26,,0,10,30,30,30,10,,,0,0,100,1,0,,,,,,,,14704073370003.jpg,14704073370004.jpg,1,1,1,1,0,1,1,0,0,0,0,0,Diptera,Very good,Gravel,,Forest,Sampled,0,0,,RIBS_Scr
11,DERC,2.7,,8/3/2016,,"Onion, Lojpsberger",10:56:00 AM,10,0.15,51,15.6,158.3,9.3,98,7.62,98,,0,12,5,25,30,40,,,0,0,100,1,0,,,,,,,,14704073370009.jpg,14704073370010.jpg,1,1,1,1,1,0,1,1,1,0,0,0,,,,,Forest,Sampled,0,0,,RIBS_Scr
11,GEYS,1.6,,8/3/2016,,"Chong, Mosher",2:17:00 PM,5,0.3,50,20,610,9.66,106.1,7.51,53,0.3,0,20,40,15,45,,,,0,1,100,2,0,,,,,,,,14706806430005.jpg,14706806430006.jpg,1,1,1,1,0,0,0,0,1,0,0,0,,Good,,,Commercial,Sampled,0,0,,RIBS_Scr
11,IDIA,1.9,,8/3/2016,,"Chong, Mosher",10:12:00 AM,5,0.1,33,20.7,281.1,8.64,96.9,7.68,56,0.13,0,5,,,95,,5,,0,0,0,0,0,,,,,,,,14706806430007.jpg,14706806430008.jpg,1,0,1,1,0,0,1,0,1,0,0,0,,Good,,"Gravel riffle, nice site, corn up and downstream",Agriculture,Sampled,0,0,,RIBS_Scr
11,INDI,0.9,,8/3/2016,,"Onion, Lojpsberger",8:15:00 AM,40,0.5,166,22.4,31.3,8.2,97,7.2,87,,0,25,10,30,30,30,,,0,1,100,2,0,,,,,,,,14704073370015.jpg,14704073370016.jpg,1,1,1,1,1,1,1,0,0,0,0,1,,,Gravel,,Forest,Sampled,0,0,,RIBS_Scr
11,KAYD,7.5,,8/3/2016,,"Chong, Mosher",2:51:00 PM,10,0.1,85,22.1,270.9,9.86,111,7.73,66,0.13,0,30,15,45,40,,,,0,1,100,4,0,,,,,,,,14706806430013.jpg,14706806430014.jpg,1,1,1,1,0,0,0,0,0,0,0,0,Megaloptera,Very good,Adequate,"Fast flowing, large stoneflies, very nice site",Forest,Sampled,0,1,,RIBS_Scr
11,MIRV,1.0,,8/3/2016,,"Onion, Lojpsberger",12:34:00 PM,20,0.25,250,23.3,178.9,8.5,103,7.6,36,,0,10,10,30,30,30,,,0,0,100,1,0,,,,,,,,14704073370017.jpg,14704073370018.jpg,1,1,1,1,1,0,1,0,0,0,0,1,,Very good,Gravel,,Residential,Sampled,0,0,,RIBS_Scr
11,MOSE,12.8,,8/3/2016,,"Chong, Mosher",,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Lots of vegetation to walk through, not wadable, too deep",,Not Sampled,0,0,,RIBS_Scr
11,MOSE,4.6,,8/3/2016,,"Chong, Mosher",,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Too deep, not wadable",,Not Sampled,0,1,,RIBS_Scr
11,SACN,38.0,,8/3/2016,,"Onion, Lojpsberger",3:11:00 PM,25,0.5,100,25.5,60.6,8.5,107,7.2,0,,0,2,10,30,30,20,,,0,1,80,1,0,,,,,,,,14704073370029.jpg,14704073370030.jpg,1,1,1,1,0,1,1,0,0,0,0,1,,Very good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
11,SACN,55.1,,8/3/2016,,"Lojpsberger, Onion",1:43:00 PM,30,0.5,90,23.7,65.4,7.9,98,7.53,29,,0,30,5,25,30,40,,,0,1,90,3,0,,,,,,,,14704073370031.jpg,14704073370032.jpg,1,0,1,1,1,1,0,0,0,0,0,0,,Good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
11,SACN_W,2.0,,8/3/2016,,"Onion, Lojpsberger",2:26:00 PM,20,0.4,86,24.6,43.3,8.2,102,7.03,2,,0,2,30,30,30,10,,,0,1,100,1,0,,,,,,,,14704073370027.jpg,14704073370028.jpg,1,1,1,1,1,1,1,0,0,0,0,0,Diptera,Very good,Adequate,The ipad wont let me put a w in the rivermile,Residential,Sampled,0,0,,RIBS_Scr
11,SNOK_N,2.4,,8/3/2016,,"Chong, Mosher",12:59:00 PM,4,0.3,50,20.1,350.5,8.84,97.6,6.91,29,0.17,0,60,10,15,50,,25,,0,0,,,30,,,,,,,,14706806430023.jpg,14706806430024.jpg,1,0,1,1,0,0,0,1,1,0,0,0,Odonata,,,"Turbid, electric fence, middle of pasture",Agriculture,Sampled,0,0,,RIBS_Scr
11,WBLA,0.9,,8/3/2016,,"Chong, Mosher",10:53:00 AM,5,0.2,50,18.6,307,8.1,86,7.3,47,0.2,0,10,40,50,10,,,,0,1,100,0,0,,,,,,,,14706806430025.jpg,14706806430026.jpg,1,1,1,1,0,0,0,0,1,0,0,0,"Megalotera, tipulidae",Good,,"Water level higher than normal, some bank weeds in water",Agriculture,Sampled,0,0,,RIBS_Scr
11,WKAYD,2.3,,8/3/2016,,"Chong, Mosher",,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Too deep, not wadable, really turbid",,Not Sampled,0,0,,RIBS_Scr
11,WSTN,9.5,,8/3/2016,,"Onion, Lojpsberger",4:24:00 PM,12,0.5,150,,,,,,,,0,20,20,20,30,30,,,0,0,80,2,0,,,,,,,,14704073370047.jpg,14704073370048.jpg,1,1,1,0,1,1,1,0,0,0,0,0,Athericidae,,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
11,WSTN_N,4.6,,8/3/2016,,"Onion, Lojpsberger",3:46:00 PM,15,0.2,58,19.4,17.5,9,102,6.55,22,,0,10,5,30,55,10,,,0,0,100,0,0,,,,,,,,14704073370045.jpg,14704073370046.jpg,1,1,1,1,1,1,1,0,1,0,0,0,,,Adequate,"Ipad wont let me put an ""n"" in the rivermile field",Forest,Sampled,0,0,,RIBS_Scr
11,XHR,286.6,,8/3/2016,,"Onion, Lojpsberger",9:19:00 AM,70,0.3,55,21.4,47.1,8.3,98,7.12,0,,0,20,10,25,25,40,,,0,1,100,2,0,,,,,,,,14704073370049.jpg,14704073370050.jpg,1,1,1,1,1,0,1,0,0,0,0,0,,Very good,Adequate,.5 mile bush whacking to get in,Forest,Sampled,0,0,,RIBS_Scr
11,BATT,13.1,,8/4/2016,,"Stieber, Smith",11:17:00 AM,30,0.3,130,20,194,10.2,112,8.2,30,0.09,0,50,10,40,30,15,5,0,0,0,100,2,0,,,,,,,,14706779700001.jpg,14706779700002.jpg,1,1,1,1,1,0,1,0,1,0,0,0,,Very good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
11,BELL,1.3,,8/4/2016,,"Chong, Mosher",12:57:00 PM,6,0.1,33,19.4,612,7.72,84.1,7.66,100,0.3,0,25,30,45,20,5,,,0,1,100,2,0,,,,,,,,14706806430001.jpg,14706806430002.jpg,1,1,1,1,0,0,0,0,1,0,0,0,,Good,Adequate,"Good site, between two houses, trash",Residential,Sampled,0,0,,RIBS_Scr
11,BGBK,1.0,,8/4/2016,,"Onion, Lojpsberger",2:12:00 PM,5,0.15,100,20.1,70.2,9.2,104,6.98,92,,0,25,5,30,35,30,,,0,0,50,1,0,,,,,,,,14704073370001.jpg,14704073370002.jpg,1,1,1,1,1,1,0,0,1,0,0,0,,Very good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
11,BLKC,1.8,,8/4/2016,,"Smith, Stieber",9:40:00 AM,10,0.2,130,20.3,258,8.9,97.2,7.8,70,0.12,0,25,10,40,30,10,10,0,0,0,100,1,0,,,,,,,,14706779700003.jpg,14706779700004.jpg,1,1,1,1,1,0,1,0,1,0,0,1,,Very good,Adequate,Abundance of worms in net,Agriculture,Sampled,0,0,,RIBS_Scr
11,CLOV,1.8,,8/4/2016,,"Chong, Mosher",10:10:00 AM,2,0.4,33,14.4,392.8,8.58,84,6.99,87,0.19,0,50,40,40,15,5,,,0,1,100,2,0,,,,,,,,14706806430003.jpg,14706806430004.jpg,1,1,1,1,0,1,0,1,0,0,0,0,,Very good,Adequate,Very nice site! Lots of riffles. Elizabeth wants this in her backyard,Forest,Sampled,0,1,,RIBS_Scr
11,ENSG,0.4,,8/4/2016,,"Stieber, Smith",1:16:00 PM,10,0.1,55,23,578,8.8,110,8.6,75,0.28,0,25,10,10,50,10,20,0,0,0,100,2,0,,,,,,,,14706779700007.jpg,14706779700008.jpg,1,1,1,1,0,0,1,0,1,0,0,0,Tipulidae,Very good,Gravel,,Agriculture,Sampled,0,0,,RIBS_Scr
11,ESTN,3.4,,8/4/2016,,"Onion, Lojpsberger",10:01:00 AM,20,0.2,76,18.3,33.3,9.9,108,7.43,5,,0,2,5,20,50,25,,,0,0,50,1,0,,,,,,,,14704073370011.jpg,14704073370012.jpg,1,1,1,1,1,1,1,0,0,0,0,0,,,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
11,FLYG,0.2,,8/4/2016,,"Stieber, Smith",12:38:00 PM,5,0.2,107,21,360,9.2,103.8,8.5,90,0.17,0,50,20,30,20,20,10,0,0,0,100,2,0,,,,,,,,14706779700009.jpg,14706779700010.jpg,1,1,1,1,0,0,1,0,1,0,0,0,,Very good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
11,HART,1.5,,8/4/2016,,"Stieber, Smith",11:55:00 AM,3,0.1,100,19,337,9.5,100.9,8.2,50,0.16,0,25,10,20,30,20,20,0,0,0,100,2,0,,,,,,,,14706779700011.jpg,14706779700012.jpg,1,1,1,1,0,0,1,0,1,0,0,0,,Very good,Adequate,Some evidence of siltation,Forest,Sampled,0,1,,RIBS_Scr
11,KAYD,21.3,,8/4/2016,,"Chong, Mosher",11:23:00 AM,12,0.2,33,18.5,233.5,8.76,93.4,7.21,34,0.11,0,50,45,45,5,5,,,0,0,100,1,0,,,,,,,,14706806430009.jpg,14706806430010.jpg,1,1,1,1,1,1,0,0,1,0,0,0,,Good,,"Nice stream, long riffles, posted so we moved downstream of bridge",Residential,Sampled,0,0,,RIBS_Scr
11,KAYD,26.3,,8/4/2016,,"Chong, Mosher",12:35:00 PM,9,0.3,65,19.8,243.6,7.8,86,7.03,47,0.12,0,50,25,50,20,5,,,0,0,100,2,0,,,,,,,,14706806430011.jpg,14706806430012.jpg,1,1,1,1,1,0,0,0,1,0,0,0,,Good,,Good site,Residential,Sampled,0,0,,RIBS_Scr
11,KYET,0.5,,8/4/2016,,"Chong, Mosher",9:29:00 AM,8,0.3,65,18.2,156.7,8.27,87.8,6.98,0,0.07,0,50,10,35,45,,20,,0,1,100,1,0,,,,,,,,14706806430015.jpg,14706806430016.jpg,1,1,1,1,0,0,1,0,0,0,0,0,,Good,Adequate,Good site!,Commercial,Sampled,0,0,,RIBS_Scr
11,PAUL,2.4,,8/4/2016,,"Onion, Lojpsberger",10:49:00 AM,15,0.2,50,17,26.2,9.6,102,7.02,,,0,5,5,30,50,15,,,0,0,80,1,0,,,,,,,,14704073370019.jpg,14704073370020.jpg,1,1,1,0,1,0,1,0,0,0,0,0,,,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
11,PLUK,0.1,,8/4/2016,,"Stieber, Smith",1:56:00 PM,3,0.1,60,18.4,546,9.1,96.7,8.1,50,0.27,0,25,,10,70,,20,,0,0,100,2,0,,,,,,,,14706779700021.jpg,14706779700022.jpg,1,0,1,1,0,0,1,0,1,1,0,0,Tipulidae,Good,Gravel,Large limnephilid found,Residential,Sampled,0,1,,RIBS_Scr
11,ROWL,0.5,,8/4/2016,,"Chong, Mosher",1:45:00 PM,10,0.2,,21.3,489.4,8.61,97.3,7.84,30,0.24,0,,,,,,,,0,1,50,1,20,2,2,2,2,Soft,Silt,Turbidity,14706806430021.jpg,14706806430022.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Low gradient, site change because no access",Residential,Sampled,0,0,,RIBS_Scr
11,SCHR,3.2,,8/4/2016,,"Onion, Lojpsberger",1:34:00 PM,20,0.5,120,23.9,157,8.5,102,7.03,18,,0,25,10,25,25,25,5,,0,1,100,3,0,,,,,,,,14704073370033.jpg,14704073370034.jpg,1,1,1,1,0,0,1,1,0,1,1,0,,Good,Adequate,,Commercial,Sampled,0,0,,RIBS_Scr
11,STEW,2.3,,8/4/2016,,"Onion, Lojpsberger",12:33:00 PM,5,0.2,116,18,49.6,9.8,106,7.22,19,,0,4,5,30,35,30,,,0,0,80,1,0,,,,,,,,14704073370037.jpg,14704073370038.jpg,1,1,1,0,1,1,1,0,0,0,0,0,,Good,Adequate,Landowner said he was concerned about recent bridge construction,Residential,Sampled,0,0,,RIBS_Scr
11,STUR,0.6,,8/4/2016,,,3:12:00 PM,5,0.25,80,22.7,185,7.9,93,7.11,12,,0,35,,30,30,30,10,,0,0,50,2,0,,,,,,,,14704073370039.jpg,14704073370040.jpg,1,1,1,1,1,0,1,0,1,0,0,0,,Good,Adequate,,Commercial,Sampled,0,0,,RIBS_Scr
11,WCLOV,0.5,,8/4/2016,,"Chong, Mosher",10:36:00 AM,3,0.1,,15.6,424.1,9.08,91,7.68,100,0.2,0,50,,40,50,10,,,0,0,100,2,0,,,,,,,,14706806430027.jpg,14706806430028.jpg,1,1,1,1,1,0,0,0,1,0,0,0,,Good,Adequate,"Nice site, posted",Agriculture,Sampled,0,0,,RIBS_Scr
11,WEEL,0.9,,8/4/2016,,"Chong, Mosher",1:18:00 PM,6,0.3,40,19,444.7,8.52,91.6,7.58,100,0.21,0,30,10,60,20,10,,,0,0,100,1,0,,,,,,,,,14706806430030.jpg,1,0,1,1,0,1,0,0,0,0,1,1,,Good,,"Nice site, nice vegetation",Residential,Sampled,0,0,,RIBS_Scr
11,WHTK,0.7,,8/4/2016,,"Smith, Stieber",10:36:00 AM,10,0.1,78,21,259,8.1,90,7.7,70,0.12,0,25,0,10,80,10,0,0,0,0,100,2,0,,,,,,,,14706779700029.jpg,14706779700030.jpg,1,1,1,1,1,0,1,0,1,0,0,1,Athericidae,Very good,Gravel,,Residential,Sampled,0,0,,RIBS_Scr
11,WKAYD,20.2,,8/4/2016,,"Chong, Mosher",10:55:00 AM,10,0.2,33,19.1,274.9,8.3,89.6,7.93,29,0.13,0,0,5,45,45,5,,,0,0,100,1,0,,,,,,,,14706806430033.jpg,14706806430034.jpg,1,1,1,1,1,1,1,0,1,0,0,1,Pteronarcys,Very good,,Very nice!! Perfect bugs,Forest,Sampled,0,0,,RIBS_Scr
11,WKAYD_S,0.8,,8/4/2016,,"Chong, Mosher, Frog",11:52:00 AM,5,0.3,65,17.5,167.1,9.14,95.7,7.09,98,0.08,0,5,45,45,5,5,,,0,0,100,4,0,,,,,,,,14706806430035.jpg,14706806430036.jpg,1,1,1,1,1,1,0,0,0,0,0,0,,Good,,"Very nice, more odonates than plecops",Residential,Sampled,0,0,,RIBS_Scr
11,WLFC,0.9,,8/4/2016,,"Onion, Lojpsberger",11:26:00 AM,7,0.3,90,16.6,94.9,10.1,106,7.19,,,0,10,15,30,30,25,,,0,0,50,1,0,,,,,,,,14704073370043.jpg,14704073370044.jpg,1,1,1,1,0,0,0,0,0,0,0,0,Diptera,Very good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
11,CRWH,2.3,,8/5/2016,,"Smith, Stieber",12:14:00 PM,3,0.1,30,20,182,8.4,92,8,75,0.09,0,25,0,30,40,20,10,0,0,0,100,1,0,,,,,,,,14706779700005.jpg,14706779700006.jpg,1,1,1,0,0,0,1,0,0,0,0,0,Tipulidae,Very good,Adequate,"Small stream, low biomass, not very enriched.",Agriculture,Sampled,0,0,,RIBS_Scr
11,HOOS,35.3,,8/5/2016,,"Smith, Stieber",9:25:00 AM,40,0.2,125,22,322,9.6,109,8.3,25,0.15,0,60,10,40,25,20,5,,0,1,100,2,0,,,,,,,,14706779700013.jpg,14706779700014.jpg,1,1,1,1,1,0,1,0,0,0,0,1,,Very good,Adequate,,Agriculture,Sampled,0,0,,RIBS_Scr
11,LWHI,1.0,,8/5/2016,,"Smith, Stieber",11:40:00 AM,10,0.2,70,17,146,10.2,105,8.2,90,0.07,0,25,10,30,30,20,10,0,0,1,100,1,0,,,,,,,,14706779700015.jpg,14706779700016.jpg,1,1,1,1,0,0,1,0,1,0,0,1,,Very good,Adequate,"Beautiful site, oligotrophic for once!! Could be a reference site to consider in the future.",Residential,Sampled,0,0,,RIBS_Scr
11,OTTE,0.8,,8/5/2016,,"Smith, Stieber",1:24:00 PM,5,0.1,20,22,146,9.2,106,7.8,80,0.07,0,25,0,30,40,20,10,0,0,0,100,2,0,,,,,,,,14706779700017.jpg,14706779700018.jpg,1,1,1,0,0,0,1,0,1,0,0,0,Atherix,Very good,Adequate,Surprisingly good community of inverts. Tons of crayfish. Very small riffle with slow current speed,Residential,Sampled,0,0,,RIBS_Scr
11,OWL,3.6,,8/5/2016,,"Smith, Stieber",12:44:00 PM,5,0.1,50,20,322,9.6,105,7.9,10,0.15,0,25,0,0,75,20,5,0,0,0,100,2,10,,,,,,,,14706779700019.jpg,14706779700020.jpg,1,1,1,0,0,1,1,0,0,0,0,0,,Very good,Gravel,Several different mayfly and stonefly taxa. Rather surprising diversity for a little gravel bottom stream.,Agriculture,Sampled,0,0,,RIBS_Scr
11,TOMH,12.2,,8/5/2016,,"Smith, Stieber",8:33:00 AM,5,0.3,6,19,245,3,24,7.1,50,0.12,0,,0,5,10,10,75,0,0,1,100,2,20,2,2,2,2,Soft,Silt,Turbidity,,,1,0,1,0,0,0,0,0,0,1,0,0,Hemiptera,Good,Other,"Low gradient, heavy ag district, beaver dam",Agriculture,Sampled,0,1,,RIBS_Scr
11,WALL,1.5,,8/5/2016,,"Smith, Stieber",10:28:00 AM,20,0.2,100,22,275,9.4,107,8.2,50,0.13,0,60,10,50,20,20,10,0,0,0,100,1,0,,,,,,,,14706779700025.jpg,14706779700026.jpg,1,1,1,1,0,0,1,0,1,0,0,1,Atherix,Very good,Adequate,"Nice site, good bugs, very embedded",Residential,Sampled,0,1,,RIBS_Scr
11,WALL,6.2,,8/5/2016,,"Smith, Stieber",11:06:00 AM,15,0.2,110,22,285,9.3,106,8.3,25,0.14,0,75,0,40,30,20,10,0,0,1,100,3,10,,,,,,,,14706779700027.jpg,14706779700028.jpg,1,1,1,1,0,0,1,0,0,1,0,1,Tipulidae,,Adequate,Overwhelming smell of cow manure at thus site. Abundant periphyton growth. Very embedded here!,Agriculture,Sampled,0,1,,RIBS_Scr
11,UHUD,2.7,,8/9/2016,,"AC, JL, SR",,125,16,,27.2,233,8.8,111,8.25,0,0.11,1.6,,,,,,,,0,0,,,,,,,,,,,14712673870019.jpg,14712673870020.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
11,UHUD,27.5,,8/9/2016,,"AC, JL, SR",12:32:00 PM,70,4.2,,26.4,136.2,8.1,101,7.63,0,0.06,3.3,,,,,,,,0,0,,,30,,,,,,,,14712673870021.jpg,14712673870022.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Not colonized much but more than others today. Covered in veg. Log caught on buoy; cant remember if it was here last time or not,Residential,Sampled,0,0,,RIBS_Scr
11,UHUD,39.8,,8/9/2016,,"AC, JL, SR",11:26:00 AM,100,1,,25.6,114.1,7.5,92,7.36,0,0.05,1,,,,,,,,0,0,,,90,,,,,,,,14712673870023.jpg,14712673870024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Plates surrounded by vegetation,Commercial,Sampled,0,0,,RIBS_Scr
11,UHUD,64.0,,8/9/2016,,"AC, JL, SR",9:57:00 AM,100,1.7,,24.2,63.2,7.7,94,7.55,0,0.03,1.7,,,,,,,,0,0,,,100,,,,,,,,14712673870025.jpg,14712673870026.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Some caddis and midges,",Residential,Sampled,0,0,,RIBS_Scr
11,FISC,3.8,,8/19/2016,,Duffy stieber,1:18:00 PM,20,0.1,85,26.4,404.1,7.8,97.4,7.9,54,,0,60,25,50,15,10,0,0,0,1,100,3,0,,,,,,,,14722167640001.jpg,14722167640002.jpg,1,1,1,1,1,0,1,1,1,0,0,0,,Good,Adequate,Lots of bedrock,Residential,Sampled,0,0,,RIBS_Scr
11,MOSE,12.8,,8/19/2016,,Duffy stieber,11:53:00 AM,8,1,10,21.8,417.6,5.7,69.9,7.2,34,,0,,0,0,0,60,40,0,0,0,,,0,2,1,2,2,Hard,Sand,Turbidity,14722167640003.jpg,14722167640004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Other,Low gradient sample. Water high and turbid from rains yesterday,Forest,Sampled,0,0,,RIBS_Scr
11,MOSE,4.6,,8/19/2016,,Duffy stieber,11:06:00 AM,10,0.2,60,22,307.9,7.7,88.9,7.5,25,,0,30,20,40,30,10,0,0,0,1,100,3,10,,,,,,,,14722167640005.jpg,14722167640006.jpg,1,0,1,1,1,1,1,0,1,0,0,0,,Good,Adequate,"High water level, very turbid",Forest,Sampled,0,0,,RIBS_Scr
11,SACN,0.1,,8/19/2016,,Duffy stieber,9:23:00 AM,50,0.3,80,23.9,70,8.1,97,7.1,10,,0,0,45,50,5,0,0,0,0,1,100,3,0,,,,,,,,14722167640007.jpg,14722167640008.jpg,1,1,1,0,0,0,1,0,0,0,0,0,,Good,Other,"Daily whitewater release very evident. Almost no fines present and very little biomass. No detritus  Substrate large and wedged together, making kicking difficult",Forest,Sampled,0,0,,RIBS_Scr
11,DURG,0.2,,9/8/2016,,"Lope, Heitz",11:46:00 AM,3.5,0.1,71,15.9,60.2,8.9,91,5.9,71,0.03,0,25,10,20,60,10,,,0,0,80,0,0,,,,,,,,14737043110005.jpg,14737043110006.jpg,1,1,1,0,1,1,1,0,0,0,0,0,Tipulids,Very good,Adequate,Swarming with stoneflies & Pteranarcys,Forest,Sampled,0,0,,RIBS_Scr
11,UHUD,2.7,,9/13/2016,,"Onion, lojpsberger, zilch",3:28:00 PM,,1.5,,24.9,183.9,9.17,110.9,7.31,,0.09,1.5,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
11,UHUD,27.5,,9/13/2016,,"Lojper,onion,zilch",1:20:00 PM,60,4.8,30,24,151,8.26,99.8,6.7,0,0.07,0,0,,,,,,,1,1,30,,30,,,,,,,,14740462410021.jpg,14740462410022.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
11,UHUD,39.8,,9/13/2016,,"Lojper,onion,zilch",1:27:00 PM,50,2,40,23.6,118.6,7,84.5,7.24,25,0.05,2,0,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,No photo.,Residential,Sampled,0,0,,RIBS_Scr
11,UHUD,64.0,,9/13/2016,,"Onion, Lojpsberger",9:57:00 AM,120,2.3,,22.3,72.5,7.44,84.9,7.32,,0.03,2.3,,,,,,,,1,0,,,10,,,,,,,,14740462410025.jpg,14740462410026.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Low flow,,Residential,Sampled,0,0,,RIBS_Scr
