HABITAT_FIELD_DATA_HISTORY_ID,EVENT_SMAS_ID,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
1732,14-DELA-45.2_20140806,High,12,15,,7,13,13,11,7,5,7,5,7,2,,,,,
1733,14-DELA-50.4_20140806,High,13,13,8,13,16,13,12,6,8,6,6,3,4,,,,,
1734,14-EDEL-10.7_20140806,High,10,16,8,12,13,16,4,8,7,10,5,10,3,,,,,
1735,14-FSED-2.5_20140806,High,16,16,,11,15,20,20,8,7,10,5,10,3,,,,,
1736,14-JAKE-3.0_20140806,High,15,12,10,15,15,17,19,6,7,3,1,3,2,,,,,
1737,14-LBEV-1.9_20140806,High,15,16,15,16,14,17,16,7,6,9,3,9,2,,,,,
1738,14-MCKE-0.5_20140806,High,12,12,14,16,17,12,17,9,9,9,9,9,7,,,,,
1739,14-MONG-18.9_20140806,High,16,14,18,17,17,15,17,7,8,9,9,7,5,,,,,
1740,14-MONG_E-5.1_20140806,High,16,17,16,17,19,18,18,7,9,9,9,6,8,,,,,
1741,14-MONG_M-5.6_20140806,High,13,14,15,16,17,13,17,9,9,9,9,8,8,,,,,
1742,14-NEVR-0.5_20140806,High,14,12,17,14,17,11,17,7,8,6,9,6,6,,,,,
1743,14-NEVR-8.9_20140806,High,16,18,18,18,18,18,18,9,9,9,9,9,5,,,,,
1744,14-NEVR-14.8_20140806,High,17,17,18,17,18,14,18,9,8,7,7,8,5,,,,,
1745,14-NEVR-30.6_20140806,High,16,17,18,17,19,18,19,9,9,9,9,7,10,,,,,
1746,14-SHNG-0.8_20140806,High,17,14,15,16,17,10,17,7,9,7,7,10,7,,,,,
1747,14-WILL-3.1_20140806,High,13,13,15,12,15,17,12,6,4,8,4,8,3,,,,,
1748,14-WILL-6.4_20140806,High,14,16,11,12,12,15,17,7,7,4,7,2,7,,,,,
1749,14-BEAV-22.2_20140807,High,14,15,10,16,16,19,18,5,4,8,3,9,2,,,,,
1750,14-BEAV-26.7_20140807,High,16,15,,14,13,14,17,5,6,4,4,3,3,,,,,
1751,14-CATL-0.1_20140807,High,14,12,10,17,13,7,17,7,7,2,2,1,1,,,,,
1752,14-DELA-75.3_20140807,High,18,18,15,13,19,19,18,8,8,7,7,10,10,,,,,
1753,14-EDEL-0.8_20140807,High,17,16,16,15,18,15,18,8,8,5,5,1,4,,,,,
1754,14-FLYC_T2-0.6_20140807,High,19,19,12,18,10,17,18,9,9,10,10,8,7,,,,,
1755,14-LBEE-0.6_20140807,High,16,14,9,15,13,15,17,6,0,3,2,3,10,Right bank at bend in creek completely collapsed up to bank height of 60+ ft,,,,
1756,14-WDEL-1.3_20140807,High,18,15,18,18,18,18,18,9,9,7,7,9,9,,,,,
1757,14-WDEL-9.5_20140807,High,17,17,17,18,18,15,17,9,9,9,9,8,9,,,,,
1758,14-WDEL-14.6_20140807,High,17,18,17,18,19,18,16,9,9,6,6,3,1,,,,,
1759,14-WDEL-51.0_20140807,High,12,14,15,15,15,11,11,7,5,5,2,4,2,,,,,
1760,14-WDEL-56.4_20140807,High,12,13,9,11,14,15,11,6,7,3,8,2,5,,,,,
1761,06-SUSQ-25.2_20140819,High,13,15,15,12,19,16,6,6,6,7,7,3,7,,,,,
1762,06-SUSQ-28.1_20140819,High,8,14,9,6,18,17,1,7,7,7,7,6,6,,,,,
1763,06-SUSQ-29.9_20140819,High,16,16,15,9,19,18,7,3,5,4,4,6,6,,,,,
1764,06-SUSQ-35.6_20140819,High,12,12,18,15,19,15,18,7,6,7,3,4,4,,,,,
1765,06-SUSQ-36.9_20140819,High,16,16,18,10,19,15,18,6,7,6,7,2,6,,,,,
1766,06-SUSQ-37.6_20140819,High,14,14,19,12,19,15,15,5,4,4,4,2,7,,,,,
1767,17-BVBR-0.3_20140909,High,7,16,,,9,17,14,6,4,5,5,4,6,,,,,
1768,17-GREN-0.4_20140909,High,10,17,12,12,10,14,12,7,7,7,7,5,7,,,,,
1769,17-KEND-0.6_20140909,High,5,10,8,9,9,8,7,5,5,8,7,5,8,,,,,
1770,17-PECN-7.6_20140909,High,12,15,11,10,12,9,6,4,7,3,5,2,2,,,,,
1771,17-CARL-0.8_20140910,High,12,17,13,13,14,11,8,7,7,3,1,2,1,,,,,
1772,17-EMED-0.4_20140910,High,13,15,11,13,12,11,4,8,8,4,6,2,4,,,,,
1773,17-MILR-3.5_20140910,High,9,16,10,9,11,11,8,6,6,6,6,4,2,,,,,
1774,17-BRNX-2.8_20140912,High,2,13,11,11,11,5,11,7,7,5,5,9,9,,,,,
1775,17-BRNX-5.6_20140912,High,4,9,9,9,10,14,12,4,6,4,7,3,3,,,,,
1776,17-BRNX-9.2_20140912,High,8,9,,9,5,6,7,7,5,3,5,3,5,,,,,
1777,17-BRNX-12.3_20140912,High,13,11,10,12,8,8,5,7,7,7,7,8,4,,,,,
1778,17-BRNX-17.3_20140912,Low,3,8,6,5,4,10,3,3,2,5,4,2,2,,,,,
1779,17-DAVI-0.5_20140912,High,7,9,10,12,12,11,9,4,4,5,5,6,6,,,,,
1780,04-CRIS-2.6_20140924,High,19,19,15,13,12,15,11,8,6,4,8,1,8,,,,,
1781,04-CRIS-1.4_20140925,High,14,18,14,9,18,12,15,6,8,5,8,1,5,Corn field on left bank. Corn on right bank but some riparian zone. Tractors cross stream just below or sampling site,,,,
1782,06-DILA-5.4_20140929,High,13,15,18,8,19,17,9,8,4,9,6,7,7,,,,,
1783,06-USSQ-154.7_20140929,High,17,14,18,10,16,15,17,9,9,9,9,8,7,,,,,
1784,14-CALL_E-4.8_20140930,High,13,17,16,15,10,13,8,6,3,4,2,4,2,,,,,
1785,14-CALL_E-9.5_20140930,High,12,16,13,14,11,11,10,5,6,1,4,1,2,,,,,
1786,14-CALL_E-13.8_20140930,High,8,16,15,7,8,13,10,1,3,7,3,8,2,,,,,
1787,14-CALL_N-0.6_20140930,High,14,11,12,11,11,13,15,7,8,2,3,1,2,,,,,
1788,14-CALL_N-4.7_20140930,High,17,16,11,16,12,17,19,7,5,8,6,7,4,,,,,
1789,04-CRAW-0.4_20150728,High,12,18,8,12,8,14,14,6,6,8,2,9,2,,,,,
1790,04-EKOY-2.2_20150728,High,18,13,10,14,13,15,19,9,9,8,6,4,3,,,,,
1791,03-FICR-0.9_20150728,High,10,16,13,13,8,18,13,7,5,8,7,7,10,,,,,
1792,03-ORCH-21.6_20150728,High,18,10,18,15,19,16,17,9,10,9,9,10,1,,,,,
1793,03-ORCH-36.2_20150728,Low,8,8,13,6,20,16,14,2,3,5,5,10,10,,,,,
1794,03-ORCH_T28-2.1_20150728,High,6,10,12,5,20,7,14,7,7,6,6,1,1,,,,,
1795,03-ORCH_T35-2.2_20150728,High,13,10,14,12,19,17,11,4,5,4,10,1,,,,,,
1796,03-OTER-10.8_20150728,High,15,9,11,11,17,18,8,7,8,10,7,9,1,,,,,
1797,04-PLBO-3.3_20150728,High,4,18,4,18,6,15,10,7,8,5,4,5,3,,,,,
1798,04-UGNS-132.0_20150728,High,13,18,15,16,10,14,13,8,8,8,7,6,5,,,,,
1799,04-BIDW-1.5_20150729,High,12,17,5,14,7,15,14,4,6,8,8,8,8,,,,,
1800,04-LIMK-1.3_20150729,High,13,14,12,16,12,15,18,5,7,2,8,1,9,,,,,
1801,03-MARO-1.9_20150729,High,11,16,15,14,17,13,10,6,10,5,8,10,10,,,,,
1802,04-OATK-46.2_20150729,Low,13,12,16,8,11,16,14,5,7,5,5,4,4,,,,,
1803,04-OATK-48.1_20150729,High,14,16,12,14,12,14,11,8,5,6,3,5,2,,,,,
1804,03-ORCH-0.2_20150729,Low,10,10,10,5,20,12,15,7,7,7,7,5,5,,,,,
1805,03-ORCH-1.3_20150729,Low,15,10,10,6,20,15,18,7,7,8,9,5,8,,,,,
1806,03-ORCH-9.3_20150729,High,12,12,15,14,18,17,18,7,8,8,9,3,10,,,,,
1807,03-ORCH-12.2_20150729,High,18,8,20,7,17,18,17,5,5,7,7,10,0,,,,,
1808,03-OTER-0.6_20150729,High,14,14,10,9,12,15,9,6,9,6,6,0,0,,,,,
1809,04-RAGA-9.3_20150729,High,11,18,8,12,14,16,8,6,4,3,4,1,2,,,,,
1810,04-RICM_T9-0.4_20150729,High,13,16,8,17,12,16,18,8,4,9,7,10,6,,,,,
1811,04-BSPR-0.6_20150730,High,13,17,14,9,16,10,16,9,6,1,2,0,1,,,,,
1812,04-HONY-11.8_20150730,High,12,13,12,13,13,15,10,6,6,5,5,5,7,,,,,
1813,04-SPRG-3.7_20150730,High,13,13,11,11,15,16,10,5,6,2,2,3,2,,,,,
1814,01-BLKE-0.1_20150804,Low,9,9,8,11,8,13,8,10,10,9,9,8,8,,,,,
1815,01-BMAN-0.3_20150804,High,2,4,8,10,6,4,5,5,3,3,6,3,6,,,,,
1816,01-CYGA-2.4_20150804,High,7,17,12,14,16,13,11,7,7,7,7,2,5,,,,,
1817,01-DURK-2.7_20150804,High,13,15,15,17,6,19,18,5,9,6,8,10,10,,,,,
1818,01-ELEV-0.2_20150804,High,13,17,18,19,12,17,18,7,5,8,8,8,8,,,,,
1819,01-ELLI-7.1_20150804,High,3,12,15,17,18,10,17,7,7,4,6,1,2,,,,,
1820,01-ELLI-22.9_20150804,High,13,13,10,15,17,7,7,8,8,8,8,5,5,,,,,
1821,01-FISN-2.4_20150804,Low,5,13,10,6,15,10,0,10,10,9,9,3,3,Swamp,,,,
1822,01-GILL-0.3_20150804,Low,10,10,10,5,11,10,4,8,8,8,8,5,5,,,,,
1823,01-GOTC-0.2_20150804,Low,4,3,3,7,16,2,2,9,9,8,8,10,2,"Gross, highly channelized behind condos",,,,
1824,01-GUNC-0.7_20150804,High,10,6,5,5,16,14,5,8,8,9,9,8,5,,,,,
1825,01-LEDG-2.2_20150804,Low,6,10,1,2,10,10,8,8,8,6,6,3,4,,,,,
1826,01-LTON-3.7_20150804,High,14,4,14,6,8,7,12,7,4,6,5,4,4,,,,,
1827,01-MURD-1.0_20150804,High,6,1,4,10,10,6,2,4,7,2,5,2,5,,,,,
1828,01-MURD-12.4_20150804,High,10,16,18,15,15,14,17,9,9,3,7,0,1,,,,,
1829,01-MURD-20.0_20150804,Low,17,18,17,15,17,15,17,6,9,10,10,9,2,"Hard bottom, lots of macrophytes",,,,
1830,01-RANS-1.4_20150804,High,10,13,16,14,14,12,16,7,6,7,8,3,9,,,,,
1831,01-RANS_T1-0.2_20150804,High,16,16,13,13,16,9,6,9,9,9,9,5,6,,,,,
1832,01-TONA-51.1_20150804,High,10,2,14,2,10,10,18,6,6,3,2,2,2,,,,,
1833,01-TONA-58.3_20150804,High,14,10,15,13,19,17,13,10,9,9,10,2,8,,,,,
1834,01-TONA-65.8_20150804,High,2,12,12,11,15,13,13,6,9,6,4,5,0,,,,,
1835,01-TONA-72.6_20150804,High,10,5,5,18,10,4,2,3,3,4,7,4,8,,,,,
1836,01-YUGA-4.7_20150804,High,13,20,14,15,17,15,18,10,8,10,7,9,10,,,,,
1837,01-BOUR-0.4_20150805,High,3,2,6,12,5,12,10,4,4,7,7,8,5,,,,,
1838,01-BROC-0.1_20150805,High,8,4,7,6,4,14,11,6,6,5,6,2,4,,,,,
1839,01-BSIS-2.0_20150805,High,10,15,15,13,16,16,18,,,,,,,,,,,
1840,01-BUFC-2.2_20150805,High,5,12,15,12,13,10,12,9,5,8,3,1,1,,,,,
1841,01-CATT-17.5_20150805,High,17,12,10,13,5,9,5,8,8,4,3,3,2,,,,,
1842,01-CAZE-1.6_20150805,High,7,9,15,10,10,14,17,9,6,8,5,3,3,,,,,
1843,01-CAZE_T3-1.4_20150805,High,10,10,10,13,8,9,14,5,5,5,5,7,7,,,,,
1844,01-CHAU-0.4_20150805,High,8,8,12,4,7,12,12,7,7,7,7,2,3,,,,,
1845,01-CHAU-4.0_20150805,High,3,2,12,14,5,0,6,9,9,10,9,6,9,,,,,
1846,01-COEL-1.5_20150805,High,8,3,6,10,5,10,10,3,5,6,3,4,1,,,,,
1847,01-CRKB-2.1_20150805,High,12,13,10,9,8,10,9,4,6,7,7,5,8,,,,,
1848,01-CWAY-7.4_20150805,High,14,15,12,14,14,7,11,7,10,8,5,8,2,,,,,
1849,01-CWAY-8.3_20150805,High,7,4,8,13,10,15,12,8,6,8,5,10,9,,,,,
1850,01-CWAY-14.5_20150805,High,15,14,13,10,13,9,17,8,8,9,9,10,10,Culvert in stream,,,,
1851,01-DELC-1.4_20150805,High,9,12,15,14,13,17,19,8,1,5,1,1,1,,,,,
1852,01-DUNE-3.0_20150805,High,15,15,17,16,12,15,19,5,9,6,6,1,9,"Small ditch little water, no bio sample",,,,
1853,01-ELLI-10.3_20150805,High,15,15,14,17,17,15,13,8,8,6,6,3,3,Bridge construction activity downstream,,,,
1854,01-HALB-0.7_20150805,Low,10,4,6,12,14,10,14,4,2,7,2,2,1,"Right bank dug out and cleared, channelized beyond culvert other side of road",,,,
1855,01-HYCK-1.6_20150805,High,7,12,9,15,6,12,11,6,6,9,9,7,5,,,,,
1856,01-LCHA-0.1_20150805,High,15,2,10,12,8,10,14,3,3,8,8,8,6,,,,,
1857,01-LCWY-4.2_20150805,High,6,2,6,7,4,3,5,3,3,3,4,3,2,,,,,
1858,01-LITI-0.9_20150805,High,12,12,10,5,8,16,12,8,5,9,7,10,10,,,,,
1859,01-LSIS-2.4_20150805,Low,17,14,15,13,19,15,13,9,8,9,8,6,10,,,,,
1860,01-MANS-0.8_20150805,High,13,12,5,9,8,16,7,8,8,9,9,10,10,,,,,
1861,01-MANS-6.1_20150805,High,13,9,10,10,12,10,13,9,9,8,8,10,7,Highway and parking lot surround stream,,,,
1862,01-MDDE-4.0_20150805,High,14,18,12,16,16,17,16,8,10,6,9,5,9,,,,,
1863,01-PICR-1.3_20150805,High,16,11,12,16,2,16,17,5,10,5,7,2,10,,,,,
1864,01-PION-0.9_20150805,Low,12,16,6,13,12,13,14,5,5,6,6,10,10,Looks like it used to be dammed,,,,
1865,01-RIPL_T85-0.2_20150805,High,14,6,10,2,6,6,11,6,6,8,7,4,4,,,,,
1866,01-SILV-0.3_20150805,High,0,10,4,11,2,2,15,7,9,1,1,1,1,,,,,
1867,01-SILV-6.7_20150805,High,10,10,8,6,9,5,7,5,8,7,8,6,4,Low gradient,,,,
1868,01-SPOO-0.3_20150805,High,12,10,7,11,13,14,18,8,9,9,9,10,10,,,,,
1894,01-TEEN-24.2_20150805,High,7,13,15,14,15,18,16,5,7,7,7,5,4,,,,,
1869,01-TEES-0.1_20150805,High,10,16,17,15,13,18,19,9,6,7,8,10,10,,,,,
1870,01-TWEN-4.0_20150805,High,12,2,10,8,6,0,14,9,7,9,9,10,10,,,,,
1871,01-VBUR-0.4_20150805,High,6,13,7,16,7,12,6,9,9,9,8,9,7,Bedrock right bank,,,,
1872,01-WLNT-0.1_20150805,High,1,9,5,12,5,1,15,4,3,3,3,1,0,,,,,
1873,01-WLNT-8.2_20150805,High,14,12,12,17,8,9,9,7,9,7,4,7,3,,,,,
1874,01-YUGA-3.9_20150805,High,11,15,15,6,12,15,15,9,9,8,10,4,6,,,,,
1875,01-YUGA-12.3_20150805,High,11,9,10,15,17,13,8,10,10,7,7,9,9,,,,,
1876,01-BOWE-5.2_20150806,High,10,10,1,2,1,12,3,8,8,7,7,10,10,,,,,
1877,01-BUFC-37.8_20150806,High,11,14,16,13,15,19,15,9,10,9,8,2,2,,,,,
1878,01-BUFC_T59-0.8_20150806,High,14,16,15,17,16,20,19,7,9,6,8,8,10,,,,,
1879,01-CATT-48.4_20150806,High,10,4,17,4,6,15,12,9,4,9,5,7,2,,,,,
1880,01-CAZE_E-7.1_20150806,High,10,11,5,12,4,16,8,6,7,1,2,2,2,,,,,
1881,01-CAZE_W-0.6_20150806,High,9,10,6,16,8,14,8,7,9,8,9,8,8,,,,,
1882,01-CLEA-0.1_20150806,High,10,6,16,10,11,6,8,7,4,3,2,1,1,,,,,
1883,01-CROW-0.4_20150806,High,13,12,10,11,12,13,17,6,6,8,8,7,7,,,,,
1884,01-ELTO-4.2_20150806,High,12,9,16,14,10,11,13,6,6,6,5,3,3,,,,,
1885,01-GOON-3.2_20150806,High,10,4,14,6,10,16,15,5,9,9,9,10,7,,,,,
1886,01-HUNE-5.9_20150806,High,17,15,10,14,10,12,14,9,9,9,9,8,10,No flow,,,,
1887,01-LIMO-4.6_20150806,High,18,7,17,17,9,15,16,5,4,3,4,1,2,,,,,
1888,01-LTON-14.7_20150806,High,14,15,15,15,16,16,11,9,8,9,9,5,7,,,,,
1889,01-MURD-29.7_20150806,High,13,14,10,16,9,9,15,8,8,5,8,0,8,,,,,
1890,01-PIPC-0.1_20150806,High,3,2,10,15,13,18,1,6,7,8,6,8,10,,,,,
1891,01-SHED-3.6_20150806,High,13,10,10,14,10,8,10,9,9,9,9,10,10,,,,,
1892,01-SPIG-0.7_20150806,High,14,6,13,12,10,12,14,8,6,6,4,10,1,,,,,
1893,01-STYB-0.1_20150806,High,15,14,14,11,11,9,16,5,9,5,7,5,6,,,,,
1895,01-TONA-103.5_20150806,Low,18,19,17,15,18,13,18,9,9,10,3,9,8,Channelized through pasture downstream,,,,
1896,01-TONA_T39-0.4_20150806,High,10,10,9,13,14,11,9,7,7,6,6,8,8,,,,,
1897,12-BVCK-0.1_20150818,High,14,11,11,12,10,12,14,7,5,7,8,5,8,,,,,
1898,12-CANE-0.5_20150818,High,3,5,1,20,18,10,20,10,10,8,9,5,6,,,,,
1899,12-CARO-0.3_20150818,High,19,13,16,19,14,14,20,6,7,6,7,3,6,,,,,
1900,12-CARO-7.9_20150818,High,18,12,5,20,8,20,20,10,8,10,9,8,5,,,,,
1901,12-CAYA-10.1_20150818,High,14,13,11,17,10,13,16,7,5,5,3,2,1,,,,,
1902,12-LYMA-3.8_20150818,High,10,16,7,16,6,18,10,8,7,8,8,10,4,,,,,
1903,12-MATT-0.4_20150818,High,10,15,10,10,8,14,16,8,7,10,10,10,10,,,,,
1904,12-MOHK-112.9_20150818,High,16,2,7,6,10,10,2,3,3,6,6,4,5,,,,,
1905,12-MOHK-136.0_20150818,High,12,15,16,11,11,19,12,9,6,8,8,3,9,,,,,
1906,12-MOTH-0.4_20150818,High,18,14,3,14,8,15,16,9,9,10,10,2,1,,,,,
1907,12-NMIL-0.5_20150818,High,4,0,2,7,7,4,3,7,3,8,8,4,3,,,,,
1908,12-NMIL-6.2_20150818,High,10,8,14,9,10,12,12,7,8,5,5,5,3,,,,,
1909,12-OTSQ-0.2_20150818,High,6,9,7,12,7,0,4,0,0,1,2,0,0,,,,,
1910,12-PECC-0.7_20150818,High,20,13,15,20,10,16,20,10,10,10,9,10,5,,,,,
1911,12-SIXM-1.6_20150818,High,10,19,6,9,14,11,6,9,5,10,4,9,1,,,,,
1912,12-SPIT-2.3_20150818,High,20,14,5,15,16,19,20,10,9,10,10,10,10,,,,,
1913,12-STRI-0.3_20150818,High,7,15,12,5,6,5,10,5,6,6,6,3,2,,,,,
1914,12-BALU-0.1_20150819,Low,3,3,1,5,10,6,8,4,4,5,3,3,6,,,,,
1915,12-BARK-0.6_20150819,Low,8,15,10,16,12,16,10,10,10,8,8,7,8,,,,,
1916,12-CRNE-0.4_20150819,High,8,15,10,12,10,14,11,4,3,5,5,7,7,"Very gravelly, agricultural, small with steep banks",,,,
1917,12-NAIL_T1-0.5_20150819,High,4,10,2,12,2,5,3,2,2,2,2,0,0,Recently disturbed with a large implement,,,,
1918,12-ORSK-0.9_20150819,High,8,8,14,15,12,6,10,6,6,4,4,2,2,Banks are well vegetated but with many invasive species and farm fields on each side,,,,
1919,12-ORSK-6.8_20150819,High,14,12,14,12,12,8,13,7,7,5,5,2,1,Dammed just above bridge and below sampling location,,,,
1920,12-REAL-0.1_20150819,High,10,10,12,10,9,1,7,8,7,2,3,0,1,,,,,
1921,12-SAUQ-1.7_20150819,High,15,10,18,14,10,6,12,4,4,5,3,1,1,Looks like some channelization,,,,
1922,12-SAUQ-10.3_20150819,High,7,9,10,12,10,6,12,7,7,4,2,1,1,Mowed on right bank. Looks considerably channelized with rip rap.,,,,
1923,12-SAUQ-17.0_20150819,High,8,14,12,14,8,10,12,8,8,5,9,1,9,Lots of knotweed left bank,,,,
1924,12-SGLN-0.1_20150819,High,8,14,10,6,3,14,12,8,8,9,10,7,6,Disturbed by implements,,,,
1925,12-STER-0.1_20150819,High,12,14,8,6,4,8,10,5,5,9,8,6,6,Rubble on top of bedrock,,,,
1926,12-WOCK-0.7_20150819,High,5,10,4,12,6,6,10,6,6,4,4,0,0,Some rocks moved to sides of creek from center as bank stabilization,,,,
1927,12-ALPL-16.1_20150820,High,10,10,9,10,10,13,13,7,5,7,5,7,5,,,,,
1928,12-BRIM-0.5_20150820,High,12,12,10,11,8,8,10,5,6,2,2,1,1,Channelized with lots of rip rap.,,,,
1929,12-CAJO-5.1_20150820,High,8,14,12,15,9,8,7,7,8,6,4,2,2,,,,,
1930,12-FOX-9.8_20150820,High,15,17,13,10,5,10,10,5,8,5,8,8,8,,,,,
1931,12-FULM-2.7_20150820,High,6,10,12,12,8,3,14,8,9,3,1,1,0,,,,,
1932,12-LRUE-0.1_20150820,High,10,10,10,15,10,12,10,5,5,4,5,4,6,,,,,
1933,12-MOHK_T12-0.1_20150820,High,10,10,6,9,4,10,5,9,8,8,6,9,6,Mowed park,,,,
1934,12-MOYR_T2-0.1_20150820,High,11,15,13,14,10,7,11,7,5,3,3,1,8,,,,,
1935,12-POEN-2.0_20150820,High,9,13,16,11,9,11,19,9,9,9,9,8,9,Steep slope on left bank,,,,
1936,12-STLE-0.2_20150820,High,16,6,17,9,10,13,15,2,6,1,7,1,5,Mostly bedrock.,,,,
1937,12-STLE-2.0_20150820,High,6,6,8,9,10,3,11,2,2,1,4,1,3,,,,,
1938,12-STLE-5.4_20150820,High,13,6,15,16,14,10,11,5,5,4,3,2,1,Mowed on left bank.,,,,
1939,12-STLE_T2-0.1_20150820,High,15,8,9,11,10,7,15,2,2,3,1,1,0,,,,,
1940,13-WSALT-1.9_20150820,High,10,10,3,10,9,8,8,5,6,6,7,4,4,,,,,
1941,14-COUL-0.1_20150825,High,16,13,13,17,18,19,19,7,7,7,7,8,4,,,,,
1942,14-TRUT-1.4_20150825,High,15,16,14,16,15,17,15,8,9,8,9,9,9,,,,,
1943,14-WSTB-1.1_20150825,High,16,14,16,17,16,17,18,8,7,3,3,3,2,,,,,
1944,14-CALL-0.2_20150826,High,14,13,14,13,15,14,15,7,5,3,4,2,4,,,,,
1945,14-EDEL-0.8_20150826,High,13,11,14,14,14,13,15,9,5,7,2,7,3,,,,,
1946,14-MONG-18.9_20150826,High,14,11,13,11,15,13,15,6,4,6,2,5,2,,,,,
1947,14-WILL-3.1_20150826,High,15,16,15,14,15,15,15,8,6,4,6,4,7,,,,,
1948,14-DELA-1.8_20150827,High,11,11,6,8,17,11,7,2,4,0,2,0,2,,,,,
1949,14-JAKE-3.0_20150827,High,14,14,15,17,15,13,19,4,4,5,4,2,2,,,,,
1950,14-NEVR-14.8_20150827,High,16,12,13,16,18,16,17,6,6,6,4,4,2,,,,,
1951,12-CAYA-4.7_20150902,High,15,13,14,14,13,14,16,7,6,5,4,5,3,,,,,
1952,12-DANA-0.2_20150902,High,7,16,1,15,2,12,0,8,7,4,6,2,7,,,,,
1953,12-FLAT-0.1_20150902,High,14,14,5,12,2,11,9,5,6,5,6,3,5,,,,,
1954,12-FLAT-6.6_20150902,High,11,15,3,13,5,15,8,6,5,4,5,4,6,,,,,
1955,12-LASH-0.1_20150902,High,12,12,3,12,3,12,12,4,6,4,6,6,6,,,,,
1956,12-MOHK_T103-0.5_20150902,High,,,,,,,,,,,,,,,,,,
1957,12-MOHK_T83-0.3_20150902,High,,,,,0,12,,3,4,2,3,2,2,,,,,
1958,12-VWIE-0.3_20150902,High,,,0,13,0,13,,5,4,4,5,4,6,,,,,
1959,14-DELA-45.2_20150903,High,10,13,12,16,15,14,8,9,7,9,7,9,4,,,,,
1960,14-WDEL-35.4_20150903,High,12,8,15,14,15,14,13,7,8,6,9,6,9,,,,,
1961,14-WDEL-56.4_20150903,High,14,16,17,12,15,14,13,7,6,4,6,4,6,,,,,
1962,01-TONA-19.4_20150916,High,19,15,17,19,20,18,18,8,8,8,8,8,8,,,,,
1963,09-CGAY-2.7_20150921,High,14,12,15,15,13,13,16,7,8,4,5,2,8,,,,,
1964,09-EDEE-13.4_20150921,High,11,9,8,11,10,11,12,8,8,3,3,4,2,,,,,
1965,09-LSAL-3.1_20150921,High,15,9,16,17,13,14,15,7,8,7,5,4,3,,,,,
1966,09-LSAL_T1-1.0_20150921,Low,11,7,5,15,7,17,11,8,8,5,5,9,9,,,,,
1967,09-PIKC-8.7_20150921,Low,13,11,12,12,13,16,15,4,3,1,2,5,7,,,,,
1968,09-SAL9-1.1_20150921,High,14,9,14,16,14,8,7,6,7,5,5,2,2,,,,,
1969,09-BRND-2.5_20150922,Low,11,13,13,12,13,16,12,6,4,8,5,8,6,,,,,
1970,09-DERR-0.2_20150922,High,15,10,15,12,13,14,17,7,8,5,7,4,7,,,,,
1971,09-GRAS_M-3.7_20150922,High,13,10,11,12,13,15,10,7,8,7,6,10,8,,,,,
1972,09-PARK-0.3_20150922,High,16,16,14,12,12,15,13,7,5,6,5,4,5,,,,,
1973,09-PLMB-12.4_20150922,Low,17,17,13,8,9,20,16,7,5,8,5,6,10,,,,,
1974,09-SCKE-3.4_20150922,High,12,13,13,14,10,11,9,4,7,2,6,8,9,,,,,
1975,09-VREN-1.1_20150922,High,12,16,9,15,8,14,7,5,4,3,5,3,9,,,,,
1976,09-INDN-33.7_20150923,High,15,9,14,14,12,11,10,5,6,5,8,2,8,,,,,
1977,09-JEWT-3.1_20150923,Low,12,13,12,14,14,15,16,7,8,3,4,3,1,,,,,
1978,09-SYLV-1.4_20150923,High,16,14,10,15,14,17,15,7,4,10,7,10,5,,,,,
1979,09-WSCK-3.4_20150923,Low,14,13,15,12,15,16,13,5,4,5,4,7,9,,,,,
1980,12-BEVK-2.5_20151002,High,15,12,10,12,18,17,17,6,4,9,8,10,10,,,,,
1981,12-CANE-8.3_20151002,High,12,13,12,15,20,10,17,7,10,3,2,2,0,,,,,
1982,12-CANE-18.1_20151002,High,15,12,11,16,20,14,20,5,5,3,3,3,4,,,,,
1983,12-CANW-5.3_20151002,High,15,13,11,14,19,19,16,7,7,8,7,10,6,,,,,
1984,12-GILT-1.7_20151002,High,11,16,15,15,20,16,16,7,3,5,2,9,7,,,,,
1985,12-ASHC-2.8_20151007,High,15,18,10,15,19,17,18,6,7,8,8,10,10,,,,,
1986,12-BIGW-0.1_20151007,High,,,0,,0,20,0,8,8,10,10,10,10,,,,,
1987,12-CANW-20.3_20151007,High,14,13,11,16,19,19,11,6,7,3,5,3,7,,,,,
1988,12-CANW-46.3_20151007,High,15,,15,,18,15,14,6,6,5,8,5,7,,,,,
1989,12-CLDB-0.1_20151007,High,14,13,8,15,19,16,19,7,5,6,4,9,4,,,,,
1990,07-ALDC-0.1_20160712,high,17,14,14,16,16,16,15,9,8,9,9,10,10,,,,,
